"business_id","score","date","description","type"
"PR0037947","92","20160404","","Routine"

"PR0046909","91","20140926","","Routine"

"PR0045119","91","20140610","","Routine"

"PR0023021","81","20160427","","Routine"

"PR0153421","100","20141215","","Routine"

"PR0042094","94","20140930","","Routine"

"PR0012365","93","20150528","","Routine"

"PR0126962","93","20140805","","Routine"

"PR0017656","95","20150429","","Routine"

"PR0039151","99","20141030","","Routine"

"PR0047931","97","20150810","","Routine"

"PR0017855","93","20160413","","Routine"

"PR0151526","90","20150205","","Routine"

"PR0022182","94","20150120","","Routine"

"PR0172465","95","20160517","","Routine"

"PR0035892","90","20150720","","Routine"

"PR0147083","97","20151230","","Routine"

"PR0030737","96","20140702","","Routine"

"PR0009403","97","20140522","","Routine"

"PR0122853","92","20140527","","Routine"

"PR0032993","96","20140527","","Routine"

"PR0029846","97","20140527","","Routine"

"PR0018449","99","20140529","","Routine"

"PR0007255","97","20140528","","Routine"

"PR0024633","100","20140603","","Routine"

"PR0150872","95","20150227","","Routine"

"PR0018218","98","20140604","","Routine"

"PR0008372","95","20140604","","Routine"

"PR0030898","98","20140604","","Routine"

"PR0024178","98","20140604","","Routine"

"PR0019583","100","20140604","","Routine"

"PR0011721","100","20140605","","Routine"

"PR0036340","100","20140605","","Routine"

"PR0048013","100","20140605","","Routine"

"PR0028750","90","20140609","","Routine"

"PR0029815","96","20140609","","Routine"

"PR0024622","96","20140609","","Routine"

"PR0041989","99","20140609","","Routine"

"PR0008353","99","20140608","","Routine"

"PR0013432","100","20140608","","Routine"

"PR0030875","84","20140608","","Routine"

"PR0029004","97","20140608","","Routine"

"PR0014070","100","20140610","","Routine"

"PR0026163","100","20140610","","Routine"

"PR0127613","88","20140618","","Routine"

"PR0005285","100","20140617","","Routine"

"PR0010163","100","20140619","","Routine"

"PR0020427","90","20140623","","Routine"

"PR0000032","97","20140623","","Routine"

"PR0017029","98","20140623","","Routine"

"PR0009601","95","20140623","","Routine"

"PR0039170","96","20140623","","Routine"

"PR0003568","100","20140623","","Routine"

"PR0031744","100","20140623","","Routine"

"PR0022534","100","20140623","","Routine"

"PR0024799","100","20140623","","Routine"

"PR0011111","100","20140623","","Routine"

"PR0037231","100","20140623","","Routine"

"PR0000485","100","20140623","","Routine"

"PR0147177","94","20140624","","Routine"

"PR0039814","100","20140624","","Routine"

"PR0034423","100","20140624","","Routine"

"PR0120940","100","20140624","","Routine"

"PR0032028","96","20140624","","Routine"

"PR0040644","94","20140624","","Routine"

"PR0045699","93","20140624","","Routine"

"PR0006689","94","20140624","","Routine"

"PR0015876","97","20150206","","Routine"

"PR0007002","91","20140625","","Routine"

"PR0043928","91","20140625","","Routine"

"PR0008043","94","20140626","","Routine"

"PR0038260","100","20140626","","Routine"

"PR0028514","100","20140626","","Routine"

"PR0000960","100","20140626","","Routine"

"PR0003634","100","20140626","","Routine"

"PR0033817","100","20140626","","Routine"

"PR0032372","92","20140624","","Routine"

"PR0043757","96","20140626","","Routine"

"PR0016901","96","20140626","","Routine"

"PR0037848","99","20140626","","Routine"

"PR0002140","99","20140626","","Routine"

"PR0033384","100","20140627","","Routine"

"PR0035917","100","20140627","","Routine"

"PR0010815","100","20140627","","Routine"

"PR0004805","100","20140627","","Routine"

"PR0122037","94","20140630","","Routine"

"PR0006764","100","20140630","","Routine"

"PR0021682","100","20140630","","Routine"

"PR0004151","100","20140630","","Routine"

"PR0021363","100","20140630","","Routine"

"PR0013062","100","20140630","","Routine"

"PR0019470","95","20140630","","Routine"

"PR0047095","96","20140627","","Routine"

"PR0146901","94","20140620","","Routine"

"PR0147129","93","20140620","","Routine"

"PR0035917","100","20140628","","Routine"

"PR0003721","100","20140628","","Routine"

"PR0011574","100","20140628","","Routine"

"PR0034593","92","20140617","","Routine"

"PR0042671","95","20140617","","Routine"

"PR0121223","94","20140617","","Routine"

"PR0003405","90","20140625","","Routine"

"PR0010562","98","20140619","","Routine"

"PR0024429","93","20140624","","Routine"

"PR0045360","96","20140624","","Routine"

"PR0042334","100","20140702","","Routine"

"PR0019962","100","20140702","","Routine"

"PR0033581","100","20140702","","Routine"

"PR0031236","98","20140702","","Routine"

"PR0038634","100","20140702","","Routine"

"PR0021226","100","20140702","","Routine"

"PR0045684","90","20140626","","Routine"

"PR0047079","90","20140626","","Routine"

"PR0036723","90","20140707","","Routine"

"PR0036284","97","20140707","","Routine"

"PR0037009","97","20140707","","Routine"

"PR0014715","99","20140709","","Routine"

"PR0011132","92","20140711","","Routine"

"PR0045317","91","20140714","","Routine"

"PR0120815","92","20140716","","Routine"

"PR0012160","90","20140716","","Routine"

"PR0007876","97","20140716","","Routine"

"PR0012073","93","20151021","","Routine"

"PR0011942","97","20140716","","Routine"

"PR0009061","93","20140717","","Routine"

"PR0020506","90","20140722","","Routine"

"PR0047587","98","20140722","","Routine"

"PR0025852","96","20140722","","Routine"

"PR0013384","91","20140729","","Routine"

"PR0011917","100","20140731","","Routine"

"PR0038367","97","20140806","","Routine"

"PR0010895","100","20140712","","Routine"

"PR0007964","100","20140806","","Routine"

"PR0028236","96","20140611","","Routine"

"PR0048282","90","20140811","","Routine"

"PR0043993","92","20140811","","Routine"

"PR0148692","89","20140812","","Routine"

"PR0123285","96","20140812","","Routine"

"PR0148534","100","20140813","","Routine"

"PR0148246","97","20140813","","Routine"

"PR0041581","100","20140819","","Routine"

"PR0147732","90","20140807","","Routine"

"PR0035234","100","20140825","","Routine"

"PR0014451","90","20140825","","Routine"

"PR0048205","97","20140827","","Routine"

"PR0040433","93","20140827","","Routine"

"PR0032406","100","20140826","","Routine"

"PR0033517","91","20141021","","Routine"

"PR0003170","95","20150423","","Routine"

"PR0017039","97","20150427","","Routine"

"PR0019117","98","20160329","","Routine"

"PR0019484","92","20150529","","Routine"

"PR0005197","95","20160428","","Routine"

"PR0009889","82","20160317","","Routine"

"PR0036209","98","20150626","","Routine"

"PR0043152","97","20151230","","Routine"

"PR0005063","92","20150219","","Routine"

"PR0032681","96","20150508","","Routine"

"PR0039788","90","20160509","","Routine"

"PR0045530","90","20160128","","Routine"

"PR0156921","90","20160407","","Routine"

"PR0044321","98","20150316","","Routine"

"PR0002248","100","20150805","","Routine"

"PR0015801","90","20160202","","Routine"

"PR0017650","100","20150511","","Routine"

"PR0122753","95","20160218","","Routine"

"PR0006703","93","20141216","","Routine"

"PR0035184","94","20150604","","Routine"

"PR0033569","92","20151215","","Routine"

"PR0022712","96","20160325","","Routine"

"PR0017730","92","20160510","","Routine"

"PR0023190","96","20140528","","Routine"

"PR0003392","90","20141120","","Routine"

"PR0153654","95","20151221","","Routine"

"PR0121751","98","20150205","","Routine"

"PR0011767","97","20150807","","Routine"

"PR0047226","96","20160224","","Routine"

"PR0036325","99","20141231","","Routine"

"PR0002394","92","20151201","","Routine"

"PR0036257","96","20160323","","Routine"

"PR0024570","97","20150521","","Routine"

"PR0041513","90","20150622","","Routine"

"PR0037414","94","20150223","","Routine"

"PR0151800","97","20160205","","Routine"

"PR0008414","95","20150428","","Routine"

"PR0016707","96","20160209","","Routine"

"PR0035740","93","20160512","","Routine"

"PR0037282","100","20151009","","Routine"

"PR0164009","96","20160208","","Routine"

"PR0004222","94","20150729","","Routine"

"PR0152610","92","20160316","","Routine"

"PR0028988","95","20150106","","Routine"

"PR0018342","99","20150626","","Routine"

"PR0043225","92","20151001","","Routine"

"PR0001835","97","20150805","","Routine"

"PR0043107","98","20141215","","Routine"

"PR0031800","90","20140818","","Routine"

"PR0022112","94","20150326","","Routine"

"PR0007840","99","20150509","","Routine"

"PR0012964","93","20160406","","Routine"

"PR0024837","90","20150623","","Routine"

"PR0024976","97","20140929","","Routine"

"PR0152751","90","20150901","","Routine"

"PR0044680","99","20150406","","Routine"

"PR0038649","94","20160302","","Routine"

"PR0024955","96","20150330","","Routine"

"PR0000165","97","20140529","","Routine"

"PR0028434","86","20150903","","Routine"

"PR0046337","97","20140925","","Routine"

"PR0040185","90","20160406","","Routine"

"PR0153075","100","20150115","","Routine"

"PR0015888","93","20151019","","Routine"

"PR0032184","99","20150512","","Routine"

"PR0027734","96","20150629","","Routine"

"PR0021042","90","20151014","","Routine"

"PR0158155","94","20150325","","Routine"

"PR0019509","93","20140922","","Routine"

"PR0038970","100","20150804","","Routine"

"PR0003586","92","20140610","","Routine"

"PR0123274","90","20151009","","Routine"

"PR0122667","94","20140618","","Routine"

"PR0150274","95","20141113","","Routine"

"PR0150270","96","20160419","","Routine"

"PR0122772","98","20150331","","Routine"

"PR0027446","96","20160330","","Routine"

"PR0005355","90","20150611","","Routine"

"PR0025321","95","20160104","","Routine"

"PR0157007","96","20150908","","Routine"

"PR0027044","90","20150116","","Routine"

"PR0027425","94","20140828","","Routine"

"PR0030377","94","20140828","","Routine"

"PR0148875","92","20140903","","Routine"

"PR0000667","96","20140902","","Routine"

"PR0006381","97","20140826","","Routine"

"PR0001829","99","20140827","","Routine"

"PR0044164","92","20140905","","Routine"

"PR0002209","98","20140828","","Routine"

"PR0030287","99","20140828","","Routine"

"PR0147485","96","20140905","","Routine"

"PR0031093","87","20140905","","Routine"

"PR0038310","70","20140825","","Routine"

"PR0023765","100","20140908","","Routine"

"PR0033649","100","20140909","","Routine"

"PR0009938","97","20140909","","Routine"

"PR0015282","91","20140909","","Routine"

"PR0042741","94","20140909","","Routine"

"PR0122896","98","20140909","","Routine"

"PR0037888","100","20140909","","Routine"

"PR0029315","99","20140909","","Routine"

"PR0029506","96","20140910","","Routine"

"PR0146046","98","20140910","","Routine"

"PR0018192","94","20140910","","Routine"

"PR0001013","98","20140908","","Routine"

"PR0028061","81","20140911","","Routine"

"PR0025751","95","20140915","","Routine"

"PR0148197","100","20140912","","Routine"

"PR0007057","94","20140829","","Routine"

"PR0038201","100","20140918","","Routine"

"PR0171913","100","20160510","","Routine"

"PR0006608","92","20150128","","Routine"

"PR0039464","95","20141205","","Routine"

"PR0042932","81","20150429","","Routine"

"PR0012240","91","20150925","","Routine"

"PR0016779","99","20140920","","Routine"

"PR0031274","95","20140920","","Routine"

"PR0026141","97","20140920","","Routine"

"PR0122961","99","20140920","","Routine"

"PR0122959","98","20140920","","Routine"

"PR0122956","97","20140920","","Routine"

"PR0143240","98","20140920","","Routine"

"PR0005182","97","20140920","","Routine"

"PR0047846","94","20140922","","Routine"

"PR0022752","94","20140923","","Routine"

"PR0045466","98","20140923","","Routine"

"PR0038248","94","20140923","","Routine"

"PR0044535","98","20140923","","Routine"

"PR0028330","95","20140923","","Routine"

"PR0019354","91","20140923","","Routine"

"PR0025749","97","20140923","","Routine"

"PR0027173","93","20140923","","Routine"

"PR0038749","94","20140923","","Routine"

"PR0143238","95","20140923","","Routine"

"PR0030460","97","20140922","","Routine"

"PR0025859","94","20140922","","Routine"

"PR0015516","93","20140922","","Routine"

"PR0023339","92","20140920","","Routine"

"PR0036731","99","20140920","","Routine"

"PR0026181","94","20140920","","Routine"

"PR0042862","95","20140924","","Routine"

"PR0030230","92","20140924","","Routine"

"PR0147802","96","20140924","","Routine"

"PR0146129","94","20140925","","Routine"

"PR0000236","98","20140925","","Routine"

"PR0146131","90","20140925","","Routine"

"PR0019213","90","20140925","","Routine"

"PR0013084","90","20140925","","Routine"

"PR0028601","93","20140925","","Routine"

"PR0026638","85","20140925","","Routine"

"PR0021706","94","20140924","","Routine"

"PR0152055","96","20140924","","Routine"

"PR0038876","97","20140924","","Routine"

"PR0034749","94","20140924","","Routine"

"PR0027243","95","20140926","","Routine"

"PR0148012","74","20140926","","Routine"

"PR0003674","93","20140926","","Routine"

"PR0007412","97","20140926","","Routine"

"PR0010729","90","20140929","","Routine"

"PR0148012","99","20140930","","Routine"

"PR0038175","82","20140930","","Routine"

"PR0001687","97","20140929","","Routine"

"PR0151829","99","20140929","","Routine"

"PR0016753","97","20140929","","Routine"

"PR0043833","91","20140930","","Routine"

"PR0147770","96","20140930","","Routine"

"PR0037906","86","20140930","","Routine"

"PR0032925","90","20140930","","Routine"

"PR0151799","95","20140930","","Routine"

"PR0016554","90","20140930","","Routine"

"PR0015733","89","20140924","","Routine"

"PR0145980","100","20140926","","Routine"

"PR0026638","94","20141001","","Routine"

"PR0038700","97","20141001","","Routine"

"PR0012502","95","20140924","","Routine"

"PR0151761","96","20141002","","Routine"

"PR0036050","96","20141002","","Routine"

"PR0151295","97","20141002","","Routine"

"PR0151344","94","20141002","","Routine"

"PR0028973","98","20141003","","Routine"

"PR0033368","80","20141003","","Routine"

"PR0032107","96","20141003","","Routine"

"PR0035770","97","20141003","","Routine"

"PR0020984","98","20141003","","Routine"

"PR0022817","95","20141003","","Routine"

"PR0030602","95","20141003","","Routine"

"PR0048318","83","20141006","","Routine"

"PR0009196","91","20141006","","Routine"

"PR0018657","94","20140920","","Routine"

"PR0018962","94","20140920","","Routine"

"PR0025328","93","20141006","","Routine"

"PR0016533","90","20160516","","Routine"

"PR0026958","90","20141006","","Routine"

"PR0014533","93","20141006","","Routine"

"PR0148317","100","20141006","","Routine"

"PR0036742","96","20141007","","Routine"

"PR0152209","94","20141010","","Routine"

"PR0009024","97","20141009","","Routine"

"PR0040899","94","20141009","","Routine"

"PR0144444","96","20141009","","Routine"

"PR0016427","90","20141014","","Routine"

"PR0123217","83","20141014","","Routine"

"PR0000116","97","20141014","","Routine"

"PR0144421","96","20141014","","Routine"

"PR0144422","100","20141014","","Routine"

"PR0044573","95","20141014","","Routine"

"PR0144423","97","20141014","","Routine"

"PR0144424","98","20141014","","Routine"

"PR0144425","98","20141014","","Routine"

"PR0127831","100","20141016","","Routine"

"PR0047828","96","20141015","","Routine"

"PR0007298","95","20150423","","Routine"

"PR0020867","100","20141015","","Routine"

"PR0023173","100","20141015","","Routine"

"PR0026982","100","20141017","","Routine"

"PR0032683","100","20141017","","Routine"

"PR0030862","97","20141023","","Routine"

"PR0153185","83","20141015","","Routine"

"PR0000966","92","20141022","","Routine"

"PR0031716","93","20141022","","Routine"

"PR0033526","93","20141022","","Routine"

"PR0148692","94","20141022","","Routine"

"PR0152452","95","20141023","","Routine"

"PR0152222","99","20141023","","Routine"

"PR0038575","95","20141023","","Routine"

"PR0021361","93","20150612","","Routine"

"PR0045124","94","20141015","","Routine"

"PR0037594","98","20141015","","Routine"

"PR0127412","93","20141028","","Routine"

"PR0005111","98","20141029","","Routine"

"PR0029691","82","20141029","","Routine"

"PR0005627","97","20141030","","Routine"

"PR0025852","96","20141030","","Routine"

"PR0020465","98","20141023","","Routine"

"PR0153252","93","20141104","","Routine"

"PR0151525","98","20141104","","Routine"

"PR0129524","95","20141031","","Routine"

"PR0149556","96","20141105","","Routine"

"PR0153293","5","20141105","","Routine"

"PR0152292","90","20141105","","Routine"

"PR0019394","92","20141030","","Routine"

"PR0152423","99","20141105","","Routine"

"PR0039106","95","20141106","","Routine"

"PR0149353","94","20141106","","Routine"

"PR0031270","98","20141110","","Routine"

"PR0001807","91","20141112","","Routine"

"PR0009258","95","20141112","","Routine"

"PR0015718","94","20141112","","Routine"

"PR0016519","93","20141112","","Routine"

"PR0040616","100","20141112","","Routine"

"PR0122037","100","20141113","","Routine"

"PR0152605","100","20141113","","Routine"

"PR0013107","100","20141113","","Routine"

"PR0021528","99","20141114","","Routine"

"PR0038841","97","20141006","","Routine"

"PR0149511","100","20141114","","Routine"

"PR0128049","100","20141114","","Routine"

"PR0012558","96","20141118","","Routine"

"PR0047998","93","20150225","","Routine"

"PR0008778","96","20141118","","Routine"

"PR0150161","100","20141117","","Routine"

"PR0010732","97","20141119","","Routine"

"PR0045418","98","20141119","","Routine"

"PR0149447","100","20141119","","Routine"

"PR0149678","100","20141119","","Routine"

"PR0149557","100","20141119","","Routine"

"PR0004420","97","20141119","","Routine"

"PR0021554","93","20141119","","Routine"

"PR0151355","100","20141120","","Routine"

"PR0018086","93","20141023","","Routine"

"PR0004032","100","20141120","","Routine"

"PR0153699","96","20141120","","Routine"

"PR0008098","100","20141113","","Routine"

"PR0123039","100","20141113","","Routine"

"PR0038153","95","20141121","","Routine"

"PR0042719","94","20141125","","Routine"

"PR0143237","90","20140926","","Routine"

"PR0019985","100","20141202","","Routine"

"PR0000860","99","20141202","","Routine"

