business_id,score,date

96133,95,20151106

96133,100,20151106

96133,93,20150520

96133,98,20150520

90794,100,20150929

90794,100,20150828

89981,100,20160229

89981,100,20150720

44583,84,20151217

44583,89,20151217

44583,92,20150624

30875,100,20151027

30875,100,20150527

30896,99,20151104

69882,100,20151013

69882,97,20150827

69882,98,20150213

81292,89,20160203

81292,98,20160203

81292,96,20150826

81292,97,20150206

30898,100,20160211

30898,100,20150811

30898,100,20150302

67108,95,20151228

67108,97,20150612

67108,80,20150601

32453,98,20151110

32453,100,20150722

32453,100,20150601

91129,100,20160316

91129,100,20150925

91129,100,20150227

83911,100,20151112

86782,100,20151117

30899,96,20151204

30899,82,20150625

30899,95,20150625

52855,100,20151118

52855,100,20150610

62511,94,20160315

62511,99,20150811

62511,99,20150205

60151,83,20160304

60151,92,20160304

60151,98,20150828

60151,100,20150304

60151,92,20150205

92043,100,20151223

92043,100,20150625

31022,89,20160310

31022,96,20151027

31022,98,20150401

52351,94,20160205

52351,99,20151204

52351,88,20151130

52351,73,20151111

52351,99,20150625

52351,90,20150611

54377,92,20160323

54377,98,20151029

54377,96,20150609

70478,97,20151117

70478,98,20150619

35287,99,20151102

35287,100,20150512

95866,100,20151105

95866,99,20150514

96623,100,20150904

96623,100,20150316

96623,100,20150210

70890,98,20150929

70890,92,20150323

70400,100,20160321

70400,100,20151015

70400,100,20150511

71759,99,20151130

71759,98,20150630

50717,94,20160311

50717,97,20150922

50717,94,20150226

74490,91,20151112

74490,92,20150528

89212,94,20151023

89212,98,20151023

89212,98,20150327

53562,96,20151012

53562,99,20151012

53562,100,20150423

30906,100,20160128

30906,100,20150818

30906,100,20150203

67304,99,20160129

67304,99,20150813

67304,98,20150225

46762,100,20151102

46762,100,20150518

73484,99,20160129

73484,99,20150813

73484,94,20150225

45621,100,20150924

45621,100,20150304

32256,99,20151021

32256,99,20150422

30907,99,20150706

30907,95,20150622

38576,99,20150622

56360,100,20160314

56360,100,20150921

56360,100,20150303

49981,97,20150716

39214,83,20151104

39214,97,20151104

39214,98,20150529

39214,82,20150520

39214,91,20150520

74489,100,20160115

74489,100,20150707

62183,90,20160225

62183,93,20160225

62183,98,20150918

62183,95,20150908

62183,95,20150824

62183,95,20150810

62183,98,20150810

52206,98,20160210

52206,98,20151008

52206,93,20150924

52206,99,20150312

30941,100,20151022

30941,100,20150422

30944,98,20151110

30944,100,20150520

31984,99,20160217

31984,86,20150818

31984,95,20150818

31984,95,20150304

96527,95,20151217

96527,95,20150630

96527,100,20150630

90866,100,20151228

90866,99,20150831

90866,98,20150630

31107,97,20151217

31107,89,20150622

31107,94,20150622

31312,95,20151106

49627,100,20150929

49627,100,20150415

49627,96,20150402

78924,100,20151124

78924,100,20150616

93252,94,20151201

93252,98,20151201

93252,100,20150611

30909,100,20160208

30909,100,20150923

30909,100,20150408

92402,100,20151118

92402,100,20150424

82113,98,20160204

82113,97,20150917

82113,92,20150302

82113,97,20150302

66548,99,20151209

66548,99,20150515

76795,93,20160210

76795,98,20151001

76795,96,20150403

85947,97,20160303

85947,94,20150824

85947,98,20150317

75004,97,20160209

75004,98,20150911

32996,100,20151020

32996,100,20150519

73758,96,20150922

73758,94,20150311

54656,100,20151229

54656,94,20150624

54656,99,20150624

30915,96,20151230

30915,96,20150629

30956,95,20160105

30956,85,20150714

30956,93,20150714

32044,99,20160304

32044,99,20150831

32044,99,20150304

71625,96,20160219

71625,100,20150827

71625,100,20150223

71992,97,20151117

71992,98,20150520

96283,100,20151110

96283,99,20150429

47138,98,20151105

47138,97,20150507

69336,96,20160128

69336,99,20160128

69336,96,20150720

91170,99,20151113

91170,99,20150903

30925,100,20160217

30925,100,20150721

99455,100,20160318

62888,100,20151121

62888,95,20150926

62888,100,20150926

95896,100,20160108

95896,100,20150728

45419,99,20151210

45419,100,20150512

32300,99,20160309

32300,96,20151013

32300,97,20150330

44228,99,20151007

44228,100,20150409

94406,100,20151209

94406,100,20150611

66680,100,20160211

66680,100,20150803

66680,100,20150219

66680,92,20150205

91928,95,20151123

91928,99,20151123

91928,96,20150615

91928,94,20150602

73631,92,20151031

73631,97,20150529

59608,100,20151218

94033,98,20151202

94033,100,20150615

89763,100,20151106

89763,100,20150408

69638,96,20151229

69638,97,20150625

74907,98,20160119

74907,100,20150713

92754,100,20151210

92754,100,20150417

92754,96,20150403

30960,100,20151119

30960,100,20150604

61875,99,20160205

61875,99,20150814

61875,96,20150307

88313,98,20151106

88313,100,20150330

97512,99,20151223

97512,97,20150626

97512,100,20150529

84101,100,20151027

84101,97,20150422

30961,99,20151210

30961,99,20150611

30961,98,20150210

30963,96,20150930

30963,98,20150401

38432,97,20150921

38432,97,20150407

97511,100,20151125

97511,100,20150608

30965,100,20160318

30965,99,20150820

95185,100,20151203

95185,100,20150609

79860,100,20151202

79860,100,20150617

78681,100,20151105

78681,100,20150601

70999,100,20160219

30966,99,20160119

30966,99,20150820

42866,100,20160318

42866,99,20160311

42866,98,20150908

37333,98,20160202

37333,95,20160114

37333,99,20150818

37333,99,20150225

88366,100,20151230

88366,100,20150630

75514,99,20150901

75514,99,20150310

75632,100,20151207

75632,98,20150625

54282,99,20151020

54282,99,20150415

86161,98,20151105

86161,98,20150629

86955,100,20151210

86955,93,20150611

86955,98,20150611

95452,96,20151201

95452,100,20150701

95452,93,20150617

30978,100,20151111

30978,99,20150617

31021,94,20160222

31021,89,20150909

31021,94,20150909

31021,90,20150313

31021,95,20150313

63584,98,20160205

63584,98,20150831

63584,95,20150717

63275,97,20160107

63275,98,20150709

75722,98,20151103

75722,96,20150422

47139,99,20151202

47139,97,20150521

65981,97,20151026

65981,100,20150922

30990,100,20160225

30990,100,20150903

30990,100,20150223

87125,100,20151223

87125,100,20150611

30995,99,20151119

30995,98,20150512

31491,88,20151008

31491,97,20151008

31491,92,20150422

31491,97,20150422

31494,93,20151124

31494,97,20151124

31494,90,20150529

31494,95,20150529

62056,98,20151124

62056,97,20150622

31615,100,20151230

31615,100,20150630

32515,81,20150928

32515,91,20150928

32515,92,20150409

68414,100,20151214

68414,100,20150528

95605,95,20160216

95605,92,20150803

49294,100,20150721

31171,100,20151222

31171,96,20150622

31171,99,20150622

69642,100,20151223

69642,100,20150611

31006,100,20160204

31006,99,20150923

31006,98,20150213

62841,100,20160322

62841,100,20150921

62841,100,20150402

31008,91,20151105

31008,100,20151105

31008,95,20150420

47340,96,20160324

47340,99,20151016

47340,99,20150407

66585,98,20160113

66585,100,20150707

64029,100,20151020

64029,100,20150511

96559,100,20151027

96559,100,20150506

31016,98,20151214

31016,100,20150320

53940,100,20150917

53940,100,20150327

61333,97,20151118

61333,99,20150508

62159,98,20151109

62159,99,20150507

66256,98,20160112

66256,96,20150730

56132,99,20151125

56132,96,20150526

32440,95,20160314

32440,96,20151102

32440,96,20150430

31018,100,20160107

31018,100,20150713

69332,97,20151020

69332,98,20150415

72277,100,20151229

72277,100,20150616

90402,96,20151013

90402,100,20150522

37356,100,20151216

37356,100,20150630

87496,94,20151230

87496,96,20150625

99107,100,20160121

84961,98,20151230

84961,94,20150629

84961,99,20150629

65669,100,20160223

65669,99,20150929

65669,97,20150303

67302,99,20160223

67302,99,20150929

67302,98,20150303

68558,97,20160223

68558,93,20160223

68558,93,20150929

68558,97,20150929

68558,98,20150303

82346,98,20150814

82346,92,20150803

82346,98,20150205

94470,99,20160126

94470,97,20150805

94470,98,20150220

94470,93,20150203

96334,97,20160304

96334,97,20150917

96334,100,20150326

98047,94,20150904

98047,99,20150904

98047,100,20150804

55114,97,20151119

55114,98,20150527

32022,94,20151229

32022,97,20150616

96605,91,20150629

93827,100,20160224

93827,99,20150729

97047,100,20151030

97047,100,20150327

75036,100,20151201

75036,97,20150622

75036,90,20150608

31044,100,20160108

31044,100,20150710

93771,100,20150923

93771,100,20150324

69420,100,20160113

69420,99,20150916

69420,100,20150205

35799,95,20160308

95479,100,20151215

95479,100,20150629

96279,100,20151119

96279,100,20151109

96279,100,20150324

96822,90,20160303

96822,95,20160303

96822,95,20150818

96822,70,20150805

76884,95,20160308

76884,94,20150925

76884,97,20150226

80751,98,20160325

80751,98,20151021

80751,96,20150414

86918,80,20151208

86918,89,20151208

86918,93,20150622

31592,96,20150911

32479,92,20151123

32479,97,20151123

32479,100,20150610
